rewards,mec_cpu_utilization,mec_ram_utilization,mec_storage_utilization,mec_bw_utilization,ran_bwp1_utilization,ran_bwp2_utilization
,93.33333333333333,78.125,44.800000000000004,70.0,5.049712192569335,4.973544973544974
,93.33333333333333,78.125,44.800000000000004,70.0,5.049712192569335,4.973544973544974
,93.33333333333333,78.125,44.800000000000004,70.0,5.049712192569335,4.973544973544974
,93.33333333333333,78.125,44.800000000000004,70.0,5.049712192569335,4.867724867724868
,93.33333333333333,78.125,44.800000000000004,70.0,5.128205128205128,4.867724867724868
,93.33333333333333,78.125,44.800000000000004,70.0,5.128205128205128,4.867724867724868
,93.33333333333333,78.125,44.800000000000004,70.0,5.128205128205128,4.867724867724868
,93.33333333333333,78.125,44.800000000000004,70.0,5.389848246991104,4.867724867724868
,93.33333333333333,78.125,44.800000000000004,70.0,5.389848246991104,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.389848246991104,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.389848246991104,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.389848246991104,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.389848246991104,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.389848246991104,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.154369440083726,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.154369440083726,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.154369440083726,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.154369440083726,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.259026687598116,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.782312925170068,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.782312925170068,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.782312925170068,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.86080586080586,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.86080586080586,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.86080586080586,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.86080586080586,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.86080586080586,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.86080586080586,5.132275132275133
,93.33333333333333,78.125,44.800000000000004,70.0,5.86080586080586,5.132275132275133
,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.3663003663003663,0.0
