rollout/ep_rew_mean,rollout/ep_len_mean,rollout/exploration_rate,time/fps,time/episodes,time/time_elapsed,time/total_timesteps
0.48148148148148145,1.2962962962962963,0,39,27,0,35
0.4642857142857143,1.2857142857142858,0,38,28,0,36
0.4482758620689655,1.2758620689655173,0,38,29,0,37
0.43333333333333335,1.2666666666666666,0,38,30,0,38
0.41935483870967744,1.2580645161290323,0,37,31,1,39
0.40625,1.25,0,37,32,1,40
0.3939393939393939,1.2424242424242424,0,37,33,1,41
0.38235294117647056,1.2352941176470589,0,37,34,1,42
0.37142857142857144,1.2285714285714286,0,37,35,1,43
0.3611111111111111,1.2222222222222223,0,37,36,1,44
0.35135135135135137,1.2162162162162162,0,36,37,1,45
0.34210526315789475,1.2105263157894737,0,36,38,1,46
0.358974358974359,1.2307692307692308,0,36,39,1,48
0.35,1.225,0,36,40,1,49
0.34146341463414637,1.2195121951219512,0,36,41,1,50
0.3333333333333333,1.2142857142857142,0,36,42,1,51
0.32558139534883723,1.2093023255813953,0,35,43,1,52
0.3181818181818182,1.2045454545454546,0,35,44,1,53
0.3111111111111111,1.2,0,34,45,1,54
0.30434782608695654,1.1956521739130435,0,34,46,1,55
0.2978723404255319,1.1914893617021276,0,33,47,1,56
0.3125,1.2083333333333333,0,33,48,1,58
0.30612244897959184,1.2040816326530612,0,33,49,1,59
0.3,1.2,0,33,50,1,60
0.29411764705882354,1.196078431372549,0,32,51,1,61
0.28846153846153844,1.1923076923076923,0,32,52,1,62
0.3018867924528302,1.2075471698113207,0,33,53,1,64
0.2962962962962963,1.2037037037037037,0,32,54,1,65
0.2909090909090909,1.2,0,32,55,2,66
0.2857142857142857,1.1964285714285714,0,32,56,2,67
0.2807017543859649,1.1929824561403508,0,32,57,2,68
0.27586206896551724,1.1896551724137931,0,32,58,2,69
0.2711864406779661,1.1864406779661016,0,32,59,2,70
0.26666666666666666,1.1833333333333333,0,32,60,2,71
0.26229508196721313,1.180327868852459,0,32,61,2,72
0.25806451612903225,1.1774193548387097,0,32,62,2,73
0.25396825396825395,1.1746031746031746,0,31,63,2,74
0.265625,1.1875,0,32,64,2,76
0.26153846153846155,1.1846153846153846,0,32,65,2,77
0.25757575757575757,1.1818181818181819,0,32,66,2,78
0.26865671641791045,1.1940298507462686,0,32,67,2,80
0.27941176470588236,1.2058823529411764,0,32,68,2,82
0.2753623188405797,1.2028985507246377,0,32,69,2,83
0.2714285714285714,1.2,0,32,70,2,84
0.2676056338028169,1.1971830985915493,0,32,71,2,85
0.2638888888888889,1.1944444444444444,0,31,72,2,86
0.2602739726027397,1.1917808219178083,0,31,73,2,87
0.25675675675675674,1.1891891891891893,0,31,74,2,88
0.25333333333333335,1.1866666666666668,0,31,75,2,89
0.2631578947368421,1.1973684210526316,0,31,76,2,91
0.2597402597402597,1.1948051948051948,0,31,77,2,92
0.2564102564102564,1.1923076923076923,0,31,78,2,93
0.25316455696202533,1.1898734177215189,0,31,79,2,94
0.25,1.1875,0,31,80,2,95
0.24691358024691357,1.1851851851851851,0,31,81,3,96
0.24390243902439024,1.1829268292682926,0,31,82,3,97
0.24096385542168675,1.180722891566265,0,31,83,3,98
0.23809523809523808,1.1785714285714286,0,31,84,3,99
0.23529411764705882,1.1764705882352942,0,31,85,3,100
0.0,1.0,0.96,15,1,0,1
0.0,1.0,0.9199999999999999,22,2,0,2
0.0,1.0,0.8799999999999999,24,3,0,3
0.0,1.0,0.8399999999999999,25,4,0,4
0.0,1.0,0.7999999999999998,26,5,0,5
0.0,1.0,0.7599999999999998,25,6,0,6
0.0,1.0,0.7199999999999998,26,7,0,7
0.0,1.0,0.6800000000000002,26,8,0,8
0.1111111111111111,1.1111111111111112,0.6000000000000001,29,9,0,10
0.1,1.1,0.56,29,10,0,11
0.09090909090909091,1.0909090909090908,0.52,29,11,0,12
0.08333333333333333,1.0833333333333333,0.48,28,12,0,13
0.07692307692307693,1.0769230769230769,0.43999999999999995,28,13,0,14
0.07142857142857142,1.0714285714285714,0.3999999999999999,28,14,0,15
0.06666666666666667,1.0666666666666667,0.3599999999999999,28,15,0,16
0.0625,1.0625,0.31999999999999984,28,16,0,17
0.11764705882352941,1.1176470588235294,0.2400000000000002,29,17,0,19
0.16666666666666666,1.1666666666666667,0.16000000000000014,31,18,0,21
0.21052631578947367,1.2105263157894737,0.08000000000000007,32,19,0,23
0.2,1.2,0.040000000000000036,33,20,0,24
0.19047619047619047,1.1904761904761905,0.0,33,21,0,25
0.18181818181818182,1.1818181818181819,0,33,22,0,26
0.17391304347826086,1.173913043478261,0,33,23,0,27
0.20833333333333334,1.2083333333333333,0,35,24,0,29
0.2,1.2,0,35,25,0,30
0.23076923076923078,1.2307692307692308,0,36,26,0,32
0.2222222222222222,1.2222222222222223,0,36,27,0,33
0.21428571428571427,1.2142857142857142,0,36,28,0,34
0.20689655172413793,1.206896551724138,0,36,29,0,35
0.2,1.2,0,35,30,1,36
0.1935483870967742,1.1935483870967742,0,35,31,1,37
0.1875,1.1875,0,35,32,1,38
0.18181818181818182,1.1818181818181819,0,35,33,1,39
0.17647058823529413,1.1764705882352942,0,34,34,1,40
0.17142857142857143,1.1714285714285715,0,34,35,1,41
0.16666666666666666,1.1666666666666667,0,34,36,1,42
0.16216216216216217,1.162162162162162,0,34,37,1,43
0.15789473684210525,1.1578947368421053,0,34,38,1,44
0.15384615384615385,1.1538461538461537,0,33,39,1,45
0.3,1.225,0,35,40,1,49
0.3170731707317073,1.2439024390243902,0,36,41,1,51
0.30952380952380953,1.2380952380952381,0,36,42,1,52
0.3023255813953488,1.2325581395348837,0,35,43,1,53
0.29545454545454547,1.2272727272727273,0,35,44,1,54
0.28888888888888886,1.2222222222222223,0,35,45,1,55
0.2826086956521739,1.2173913043478262,0,35,46,1,56
0.2978723404255319,1.2340425531914894,0,35,47,1,58
0.2916666666666667,1.2291666666666667,0,35,48,1,59
0.2857142857142857,1.2244897959183674,0,35,49,1,60
0.34,1.26,0,36,50,1,63
0.3333333333333333,1.2549019607843137,0,36,51,1,64
0.34615384615384615,1.2692307692307692,0,36,52,1,66
0.33962264150943394,1.2641509433962264,0,36,53,1,67
0.3333333333333333,1.2592592592592593,0,36,54,1,68
0.32727272727272727,1.2545454545454546,0,36,55,1,69
0.32142857142857145,1.25,0,35,56,1,70
0.3157894736842105,1.2456140350877194,0,35,57,1,71
0.3275862068965517,1.2586206896551724,0,36,58,2,73
0.3220338983050847,1.2542372881355932,0,36,59,2,74
0.31666666666666665,1.25,0,36,60,2,75
0.3114754098360656,1.2459016393442623,0,36,61,2,76
0.3064516129032258,1.2419354838709677,0,35,62,2,77
0.30158730158730157,1.2380952380952381,0,35,63,2,78
0.296875,1.234375,0,35,64,2,79
0.3076923076923077,1.2461538461538462,0,35,65,2,81
0.30303030303030304,1.2424242424242424,0,35,66,2,82
0.29850746268656714,1.2388059701492538,0,35,67,2,83
0.29411764705882354,1.2352941176470589,0,35,68,2,84
0.2898550724637681,1.2318840579710144,0,35,69,2,85
0.2857142857142857,1.2285714285714286,0,35,70,2,86
0.28169014084507044,1.2253521126760563,0,35,71,2,87
0.2777777777777778,1.2222222222222223,0,35,72,2,88
0.273972602739726,1.2191780821917808,0,35,73,2,89
0.2702702702702703,1.2162162162162162,0,35,74,2,90
0.28,1.2266666666666666,0,35,75,2,92
0.27631578947368424,1.2236842105263157,0,35,76,2,93
0.2727272727272727,1.2207792207792207,0,35,77,2,94
0.2692307692307692,1.2179487179487178,0,34,78,2,95
0.26582278481012656,1.2151898734177216,0,34,79,2,96
0.275,1.225,0,35,80,2,98
0.2839506172839506,1.2345679012345678,0,35,81,2,100
0.0,1.0,0.96,13,1,0,1
0.0,1.0,0.9199999999999999,17,2,0,2
0.0,1.0,0.8799999999999999,20,3,0,3
0.0,1.0,0.8399999999999999,21,4,0,4
0.0,1.0,0.7999999999999998,23,5,0,5
0.0,1.0,0.7599999999999998,24,6,0,6
0.0,1.0,0.7199999999999998,24,7,0,7
0.125,1.125,0.6400000000000001,28,8,0,9
0.1111111111111111,1.1111111111111112,0.6000000000000001,28,9,0,10
0.1,1.1,0.56,28,10,0,11
0.18181818181818182,1.1818181818181819,0.48,30,11,0,13
0.16666666666666666,1.1666666666666667,0.43999999999999995,30,12,0,14
0.23076923076923078,1.2307692307692308,0.3599999999999999,32,13,0,16
0.21428571428571427,1.2142857142857142,0.31999999999999984,32,14,0,17
0.2,1.2,0.28000000000000025,31,15,0,18
0.1875,1.1875,0.2400000000000002,31,16,0,19
0.17647058823529413,1.1764705882352942,0.20000000000000018,31,17,0,20
0.16666666666666666,1.1666666666666667,0.16000000000000014,31,18,0,21
0.15789473684210525,1.1578947368421053,0.1200000000000001,31,19,0,22
0.2,1.2,0.040000000000000036,31,20,0,24
0.19047619047619047,1.1904761904761905,0.0,31,21,0,25
0.18181818181818182,1.1818181818181819,0,31,22,0,26
0.17391304347826086,1.173913043478261,0,30,23,0,27
0.16666666666666666,1.1666666666666667,0,30,24,0,28
0.16,1.16,0,30,25,0,29
0.15384615384615385,1.1538461538461537,0,31,26,0,30
0.14814814814814814,1.1481481481481481,0,31,27,0,31
0.25,1.2142857142857142,0,33,28,1,34
0.2413793103448276,1.206896551724138,0,32,29,1,35
0.26666666666666666,1.2333333333333334,0,33,30,1,37
0.25806451612903225,1.2258064516129032,0,33,31,1,38
0.25,1.21875,0,33,32,1,39
0.24242424242424243,1.2121212121212122,0,33,33,1,40
0.23529411764705882,1.2058823529411764,0,32,34,1,41
0.22857142857142856,1.2,0,32,35,1,42
0.2222222222222222,1.1944444444444444,0,32,36,1,43
0.21621621621621623,1.1891891891891893,0,32,37,1,44
0.21052631578947367,1.1842105263157894,0,31,38,1,45
0.20512820512820512,1.1794871794871795,0,31,39,1,46
0.2,1.175,0,31,40,1,47
0.1951219512195122,1.170731707317073,0,32,41,1,48
0.19047619047619047,1.1666666666666667,0,32,42,1,49
0.18604651162790697,1.1627906976744187,0,32,43,1,50
0.18181818181818182,1.1590909090909092,0,32,44,1,51
0.17777777777777778,1.1555555555555554,0,32,45,1,52
0.17391304347826086,1.1521739130434783,0,32,46,1,53
0.1702127659574468,1.148936170212766,0,32,47,1,54
0.16666666666666666,1.1458333333333333,0,32,48,1,55
0.1836734693877551,1.163265306122449,0,33,49,1,57
0.18,1.16,0,33,50,1,58
0.17647058823529413,1.1568627450980393,0,33,51,1,59
0.17307692307692307,1.1538461538461537,0,33,52,1,60
0.16981132075471697,1.150943396226415,0,33,53,1,61
0.16666666666666666,1.1481481481481481,0,33,54,1,62
0.16363636363636364,1.1454545454545455,0,33,55,1,63
0.16071428571428573,1.1428571428571428,0,33,56,1,64
0.15789473684210525,1.1403508771929824,0,32,57,1,65
0.15517241379310345,1.1379310344827587,0,32,58,2,66
0.15254237288135594,1.1355932203389831,0,32,59,2,67
0.15,1.1333333333333333,0,32,60,2,68
0.14754098360655737,1.1311475409836065,0,32,61,2,69
0.14516129032258066,1.1290322580645162,0,32,62,2,70
0.15873015873015872,1.1428571428571428,0,32,63,2,72
0.15625,1.140625,0,32,64,2,73
0.15384615384615385,1.1384615384615384,0,32,65,2,74
0.15151515151515152,1.1363636363636365,0,32,66,2,75
0.14925373134328357,1.1343283582089552,0,32,67,2,76
0.14705882352941177,1.1323529411764706,0,32,68,2,77
0.14492753623188406,1.1304347826086956,0,32,69,2,78
0.14285714285714285,1.1285714285714286,0,32,70,2,79
0.14084507042253522,1.1267605633802817,0,32,71,2,80
0.1388888888888889,1.125,0,32,72,2,81
0.136986301369863,1.1232876712328768,0,32,73,2,82
0.13513513513513514,1.1216216216216217,0,32,74,2,83
0.13333333333333333,1.12,0,32,75,2,84
0.13157894736842105,1.118421052631579,0,32,76,2,85
0.12987012987012986,1.1168831168831168,0,32,77,2,86
0.1282051282051282,1.1153846153846154,0,32,78,2,87
0.12658227848101267,1.1139240506329113,0,32,79,2,88
0.125,1.1125,0,32,80,2,89
0.12345679012345678,1.1111111111111112,0,31,81,2,90
0.12195121951219512,1.1097560975609757,0,31,82,2,91
0.12048192771084337,1.108433734939759,0,31,83,2,92
0.11904761904761904,1.1071428571428572,0,31,84,2,93
0.11764705882352941,1.1058823529411765,0,31,85,2,94
0.11627906976744186,1.1046511627906976,0,31,86,2,95
0.11494252873563218,1.103448275862069,0,31,87,3,96
0.11363636363636363,1.1022727272727273,0,31,88,3,97
0.11235955056179775,1.101123595505618,0,31,89,3,98
0.1111111111111111,1.1,0,31,90,3,99
0.10989010989010989,1.098901098901099,0,31,91,3,100
1.0,2.0,0.9199999999999999,23,1,0,2
1.0,2.0,0.8399999999999999,32,2,0,4
0.6666666666666666,1.6666666666666667,0.7999999999999998,32,3,0,5
0.5,1.5,0.7599999999999998,32,4,0,6
0.4,1.4,0.7199999999999998,31,5,0,7
0.3333333333333333,1.3333333333333333,0.6800000000000002,31,6,0,8
0.2857142857142857,1.2857142857142858,0.6400000000000001,31,7,0,9
0.25,1.25,0.6000000000000001,31,8,0,10
0.5555555555555556,1.4444444444444444,0.48,37,9,0,13
0.8,1.6,0.3599999999999999,41,10,0,16
0.7272727272727273,1.5454545454545454,0.31999999999999984,40,11,0,17
0.6666666666666666,1.5,0.28000000000000025,39,12,0,18
0.6153846153846154,1.4615384615384615,0.2400000000000002,38,13,0,19
0.5714285714285714,1.4285714285714286,0.20000000000000018,38,14,0,20
0.5333333333333333,1.4,0.16000000000000014,37,15,0,21
0.5,1.375,0.1200000000000001,37,16,0,22
0.5294117647058824,1.411764705882353,0.040000000000000036,38,17,0,24
0.5,1.3888888888888888,0.0,37,18,0,25
0.5263157894736842,1.4210526315789473,0,38,19,0,27
0.5,1.4,0,38,20,0,28
0.5238095238095238,1.4285714285714286,0,39,21,0,30
0.5,1.4090909090909092,0,39,22,0,31
0.4782608695652174,1.391304347826087,0,38,23,0,32
0.4583333333333333,1.375,0,38,24,0,33
0.44,1.36,0,37,25,0,34
0.4230769230769231,1.3461538461538463,0,37,26,0,35
0.4074074074074074,1.3333333333333333,0,37,27,0,36
0.39285714285714285,1.3214285714285714,0,36,28,1,37
0.41379310344827586,1.3448275862068966,0,37,29,1,39
0.4,1.3333333333333333,0,37,30,1,40
0.3870967741935484,1.3225806451612903,0,36,31,1,41
0.375,1.3125,0,36,32,1,42
0.36363636363636365,1.303030303030303,0,36,33,1,43
0.35294117647058826,1.2941176470588236,0,36,34,1,44
0.34285714285714286,1.2857142857142858,0,36,35,1,45
0.3333333333333333,1.2777777777777777,0,36,36,1,46
0.32432432432432434,1.2702702702702702,0,35,37,1,47
0.3157894736842105,1.263157894736842,0,35,38,1,48
0.3076923076923077,1.2564102564102564,0,35,39,1,49
0.3,1.25,0,35,40,1,50
0.2926829268292683,1.2439024390243902,0,35,41,1,51
0.2857142857142857,1.2380952380952381,0,35,42,1,52
0.27906976744186046,1.2325581395348837,0,34,43,1,53
0.2727272727272727,1.2272727272727273,0,34,44,1,54
0.26666666666666666,1.2222222222222223,0,34,45,1,55
0.2608695652173913,1.2173913043478262,0,34,46,1,56
0.2765957446808511,1.2340425531914894,0,34,47,1,58
0.2708333333333333,1.2291666666666667,0,34,48,1,59
0.2653061224489796,1.2244897959183674,0,34,49,1,60
0.26,1.22,0,34,50,1,61
0.2549019607843137,1.2156862745098038,0,34,51,1,62
0.25,1.2115384615384615,0,34,52,1,63
0.24528301886792453,1.2075471698113207,0,34,53,1,64
0.24074074074074073,1.2037037037037037,0,34,54,1,65
0.23636363636363636,1.2,0,33,55,1,66
0.23214285714285715,1.1964285714285714,0,33,56,1,67
0.24561403508771928,1.2105263157894737,0,34,57,2,69
0.2413793103448276,1.206896551724138,0,34,58,2,70
0.23728813559322035,1.2033898305084745,0,34,59,2,71
0.23333333333333334,1.2,0,34,60,2,72
0.22950819672131148,1.1967213114754098,0,33,61,2,73
0.22580645161290322,1.1935483870967742,0,33,62,2,74
0.2222222222222222,1.1904761904761905,0,33,63,2,75
0.234375,1.203125,0,34,64,2,77
0.23076923076923078,1.2,0,33,65,2,78
0.22727272727272727,1.196969696969697,0,33,66,2,79
0.22388059701492538,1.1940298507462686,0,33,67,2,80
0.23529411764705882,1.2058823529411764,0,34,68,2,82
0.2318840579710145,1.2028985507246377,0,34,69,2,83
0.22857142857142856,1.2,0,33,70,2,84
0.22535211267605634,1.1971830985915493,0,33,71,2,85
0.2222222222222222,1.1944444444444444,0,33,72,2,86
0.2191780821917808,1.1917808219178083,0,33,73,2,87
0.21621621621621623,1.1891891891891893,0,33,74,2,88
0.21333333333333335,1.1866666666666668,0,33,75,2,89
0.21052631578947367,1.1842105263157894,0,33,76,2,90
0.2077922077922078,1.1818181818181819,0,33,77,2,91
0.21794871794871795,1.1923076923076923,0,33,78,2,93
0.21518987341772153,1.1898734177215189,0,33,79,2,94
0.2125,1.1875,0,33,80,2,95
0.20987654320987653,1.1851851851851851,0,33,81,2,96
0.2073170731707317,1.1829268292682926,0,33,82,2,97
0.20481927710843373,1.180722891566265,0,33,83,2,98
0.20238095238095238,1.1785714285714286,0,33,84,2,99
0.2,1.1764705882352942,0,32,85,3,100
